latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,confidence,version,bright_ti5,frp,daynight
15.62761,80.19601,339.63,0.63,0.72,2026-06-15,712,N,nominal,2.0NRT,288.05,11.65,D
17.60677,83.20541,330.2,0.37,0.58,2026-06-15,712,N,nominal,2.0NRT,291.3,4.19,D
17.46709,79.9395,334.45,0.6,0.71,2026-06-15,712,N,nominal,2.0NRT,287.86,5.85,D
17.6023,79.46382,339.99,0.64,0.72,2026-06-15,712,N,nominal,2.0NRT,289.73,5.84,D
18.11338,79.57863,341.97,0.61,0.71,2026-06-15,712,N,nominal,2.0NRT,289.41,6.75,D
19.55129,82.8149,331.49,0.36,0.57,2026-06-15,712,N,nominal,2.0NRT,288.65,2.43,D
19.54799,82.77281,337.84,0.36,0.57,2026-06-15,712,N,nominal,2.0NRT,289.04,3.01,D
19.65612,82.82124,340.14,0.36,0.57,2026-06-15,712,N,nominal,2.0NRT,294.48,2.62,D
19.71776,83.01073,333.73,0.35,0.56,2026-06-15,712,N,nominal,2.0NRT,293.65,2.63,D
20.96388,85.19157,334.64,0.48,0.48,2026-06-15,714,N,nominal,2.0NRT,290.94,7.73,D
20.96996,85.17605,336.36,0.48,0.48,2026-06-15,714,N,nominal,2.0NRT,289.32,10.52,D
20.98029,85.13545,335.86,0.48,0.48,2026-06-15,714,N,nominal,2.0NRT,292.0,5.67,D
20.78169,83.96661,332.59,0.57,0.52,2026-06-15,714,N,nominal,2.0NRT,298.03,2.84,D
20.78167,83.96963,330.67,0.57,0.52,2026-06-15,714,N,nominal,2.0NRT,298.08,1.72,D
21.07891,85.03789,333.84,0.49,0.48,2026-06-15,714,N,nominal,2.0NRT,298.8,8.43,D
21.06665,83.81305,330.59,0.58,0.52,2026-06-15,714,N,nominal,2.0NRT,297.04,2.84,D
21.06571,83.54647,332.0,0.6,0.53,2026-06-15,714,N,nominal,2.0NRT,296.57,5.29,D
21.08154,83.50034,332.56,0.61,0.53,2026-06-15,714,N,nominal,2.0NRT,296.55,4.64,D
21.19689,83.86823,331.95,0.57,0.52,2026-06-15,714,N,nominal,2.0NRT,299.36,4.91,D
20.74154,81.60735,339.6,0.41,0.6,2026-06-15,714,N,nominal,2.0NRT,295.0,6.53,D
21.18814,83.78149,332.46,0.58,0.52,2026-06-15,714,N,nominal,2.0NRT,299.92,4.07,D
20.74,81.60754,348.42,0.41,0.6,2026-06-15,714,N,nominal,2.0NRT,295.43,5.06,D
23.2311,95.5386,330.76,0.5,0.41,2026-06-15,714,N,nominal,2.0NRT,292.15,2.83,D
21.45245,83.81326,334.32,0.57,0.52,2026-06-15,714,N,nominal,2.0NRT,302.4,3.8,D
21.04255,81.6008,355.89,0.4,0.6,2026-06-15,714,N,nominal,2.0NRT,296.19,12.72,D
21.04172,81.59696,355.97,0.4,0.6,2026-06-15,714,N,nominal,2.0NRT,294.77,8.0,D
21.04236,81.60017,367.0,0.4,0.6,2026-06-15,714,N,high,2.0NRT,296.84,13.21,D
21.0415,81.59634,351.12,0.4,0.6,2026-06-15,714,N,nominal,2.0NRT,294.56,7.97,D
21.10934,81.43301,335.3,0.41,0.61,2026-06-15,714,N,nominal,2.0NRT,294.75,2.78,D
21.10848,81.42908,336.26,0.41,0.61,2026-06-15,714,N,nominal,2.0NRT,293.45,2.78,D
21.11254,81.42942,345.54,0.41,0.6,2026-06-15,714,N,nominal,2.0NRT,293.91,4.71,D
21.17894,81.38854,331.9,0.41,0.61,2026-06-15,714,N,nominal,2.0NRT,291.5,2.35,D
21.62273,83.36402,331.74,0.6,0.53,2026-06-15,714,N,nominal,2.0NRT,300.49,4.3,D
21.76214,84.02309,332.67,0.55,0.51,2026-06-15,714,N,nominal,2.0NRT,302.13,7.4,D
21.63012,83.32581,331.18,0.61,0.53,2026-06-15,714,N,nominal,2.0NRT,300.81,2.45,D
21.74083,83.84488,333.04,0.56,0.51,2026-06-15,714,N,nominal,2.0NRT,301.42,4.44,D
21.67845,83.51266,333.75,0.59,0.53,2026-06-15,714,N,nominal,2.0NRT,301.9,6.2,D
21.68275,83.51514,330.88,0.59,0.53,2026-06-15,714,N,nominal,2.0NRT,300.87,3.95,D
21.75664,83.84399,330.96,0.56,0.51,2026-06-15,714,N,low,2.0NRT,302.13,8.07,D
21.80045,83.88987,332.91,0.55,0.51,2026-06-15,714,N,nominal,2.0NRT,300.74,9.94,D
21.41056,81.63255,367.0,0.39,0.59,2026-06-15,714,N,high,2.0NRT,295.35,9.25,D
22.57295,85.8996,334.55,0.41,0.45,2026-06-15,714,N,nominal,2.0NRT,302.26,2.73,D
21.87467,82.12868,333.97,0.36,0.57,2026-06-15,714,N,nominal,2.0NRT,297.59,1.41,D
21.87987,82.12741,330.15,0.36,0.57,2026-06-15,714,N,nominal,2.0NRT,296.88,1.08,D
22.03716,82.20171,335.3,0.35,0.57,2026-06-15,714,N,nominal,2.0NRT,295.92,1.44,D
22.71978,85.25401,339.71,0.44,0.46,2026-06-15,714,N,nominal,2.0NRT,299.95,3.2,D
22.16726,82.17213,333.61,0.35,0.57,2026-06-15,714,N,nominal,2.0NRT,299.49,2.77,D
22.16792,82.17411,338.22,0.35,0.57,2026-06-15,714,N,nominal,2.0NRT,299.24,2.23,D
22.32367,82.54831,334.11,0.33,0.55,2026-06-15,714,N,nominal,2.0NRT,298.64,2.29,D
22.22299,81.72676,330.34,0.37,0.58,2026-06-15,714,N,nominal,2.0NRT,296.88,1.52,D
23.56176,87.08485,333.49,0.51,0.41,2026-06-15,714,N,low,2.0NRT,305.33,5.75,D
23.66387,87.15683,331.46,0.5,0.41,2026-06-15,714,N,low,2.0NRT,302.21,5.56,D
23.69302,87.12532,330.54,0.5,0.41,2026-06-15,714,N,low,2.0NRT,303.78,7.99,D
23.69337,87.12304,333.34,0.5,0.41,2026-06-15,714,N,low,2.0NRT,305.41,7.7,D
23.69633,87.09707,332.34,0.5,0.41,2026-06-15,714,N,low,2.0NRT,305.59,5.14,D
23.6753,86.40171,332.4,0.55,0.43,2026-06-15,714,N,low,2.0NRT,305.67,4.1,D
23.67459,86.39932,332.21,0.55,0.42,2026-06-15,714,N,low,2.0NRT,306.2,5.76,D
23.67847,86.39853,337.8,0.55,0.42,2026-06-15,714,N,nominal,2.0NRT,305.69,5.76,D
23.68235,86.39771,330.1,0.55,0.42,2026-06-15,714,N,low,2.0NRT,302.82,11.05,D
23.73775,86.43547,342.64,0.54,0.42,2026-06-15,714,N,nominal,2.0NRT,303.91,7.16,D
23.75991,86.4031,334.28,0.55,0.42,2026-06-15,714,N,low,2.0NRT,305.88,8.9,D
23.76477,86.40762,339.71,0.55,0.42,2026-06-15,714,N,nominal,2.0NRT,304.32,3.8,D
23.76863,86.40675,338.52,0.55,0.42,2026-06-15,714,N,nominal,2.0NRT,303.59,3.8,D
23.77829,86.3936,341.16,0.55,0.42,2026-06-15,714,N,nominal,2.0NRT,305.88,5.99,D
23.77732,86.3883,337.3,0.55,0.42,2026-06-15,714,N,nominal,2.0NRT,305.17,7.77,D
23.7734,86.36691,341.57,0.55,0.43,2026-06-15,714,N,nominal,2.0NRT,305.08,9.57,D
23.78216,86.39278,331.69,0.55,0.42,2026-06-15,714,N,low,2.0NRT,304.18,5.99,D
23.7688,86.40403,338.54,0.55,0.42,2026-06-15,714,N,nominal,2.0NRT,304.25,8.63,D
23.7784,86.39096,347.12,0.55,0.42,2026-06-15,714,N,nominal,2.0NRT,306.01,12.76,D
23.77334,86.3643,339.44,0.55,0.43,2026-06-15,714,N,nominal,2.0NRT,303.79,7.0,D
23.79559,86.35391,333.11,0.55,0.43,2026-06-15,714,N,nominal,2.0NRT,302.47,6.12,D
23.79947,86.35307,333.18,0.55,0.43,2026-06-15,714,N,low,2.0NRT,303.22,7.34,D
23.80322,86.33005,340.95,0.55,0.43,2026-06-15,714,N,nominal,2.0NRT,308.21,10.8,D
23.7809,86.21159,333.96,0.56,0.43,2026-06-15,714,N,low,2.0NRT,306.1,7.44,D
23.64613,85.44157,336.54,0.41,0.45,2026-06-15,714,N,nominal,2.0NRT,301.51,3.61,D
23.80952,84.8461,330.19,0.44,0.46,2026-06-15,714,N,low,2.0NRT,303.49,4.45,D
23.82496,84.57517,333.67,0.46,0.47,2026-06-15,714,N,low,2.0NRT,304.32,6.81,D
24.18726,83.46155,335.11,0.53,0.5,2026-06-15,714,N,nominal,2.0NRT,303.6,3.29,D
25.04534,87.34436,331.78,0.47,0.4,2026-06-15,714,N,low,2.0NRT,304.1,8.87,D
24.16856,82.62456,332.69,0.6,0.53,2026-06-15,714,N,nominal,2.0NRT,299.16,8.01,D
23.7906,80.5562,337.43,0.41,0.6,2026-06-15,714,N,nominal,2.0NRT,292.87,3.02,D
25.57105,86.41544,332.81,0.51,0.41,2026-06-15,714,N,nominal,2.0NRT,301.25,3.12,D
25.43197,85.21973,337.65,0.4,0.44,2026-06-15,714,N,nominal,2.0NRT,304.01,1.74,D
27.37745,95.33515,331.34,0.54,0.42,2026-06-15,714,N,nominal,2.0NRT,279.41,4.78,D
25.84319,81.26308,330.26,0.33,0.56,2026-06-15,714,N,nominal,2.0NRT,299.23,1.2,D
26.65972,84.84204,331.05,0.4,0.44,2026-06-15,714,N,nominal,2.0NRT,299.87,1.39,D
24.94514,76.94,330.89,0.63,0.72,2026-06-15,714,N,nominal,2.0NRT,295.16,2.46,D
25.89436,79.5589,367.0,0.42,0.61,2026-06-15,714,N,high,2.0NRT,300.68,6.74,D
27.23195,83.94437,331.28,0.43,0.46,2026-06-15,714,N,low,2.0NRT,305.15,3.19,D
27.23106,83.94005,331.3,0.43,0.46,2026-06-15,714,N,low,2.0NRT,305.43,3.19,D
27.24073,83.83688,330.08,0.44,0.46,2026-06-15,714,N,low,2.0NRT,303.79,6.32,D
29.24909,88.85243,367.0,0.39,0.36,2026-06-15,716,N,high,2.0NRT,308.98,13.16,D
29.66465,91.20971,340.67,0.4,0.37,2026-06-15,716,N,nominal,2.0NRT,303.66,6.41,D
29.66856,91.21305,346.14,0.4,0.37,2026-06-15,716,N,nominal,2.0NRT,311.69,6.41,D
29.66798,91.20901,357.03,0.4,0.37,2026-06-15,716,N,low,2.0NRT,294.16,6.41,D
29.6713,91.20828,342.4,0.4,0.37,2026-06-15,716,N,nominal,2.0NRT,308.41,10.55,D
29.67608,91.15864,342.64,0.4,0.37,2026-06-15,716,N,low,2.0NRT,315.81,11.84,D
28.09645,80.23457,332.45,0.34,0.56,2026-06-15,716,N,nominal,2.0NRT,297.57,5.74,D
28.09565,80.23113,354.0,0.34,0.56,2026-06-15,716,N,nominal,2.0NRT,300.09,5.93,D
28.10955,80.19755,337.4,0.34,0.56,2026-06-15,716,N,nominal,2.0NRT,300.57,1.29,D
28.11921,80.16885,338.78,0.35,0.56,2026-06-15,716,N,nominal,2.0NRT,299.39,4.81,D
30.33039,79.14496,330.01,0.35,0.57,2026-06-15,716,N,nominal,2.0NRT,297.41,5.05,D
30.33628,79.14654,331.0,0.35,0.57,2026-06-15,716,N,nominal,2.0NRT,296.85,5.15,D
30.3305,79.14382,335.38,0.35,0.57,2026-06-15,716,N,nominal,2.0NRT,297.68,4.59,D
30.33633,79.14507,335.75,0.35,0.57,2026-06-15,716,N,nominal,2.0NRT,296.84,6.43,D
30.40217,76.50757,337.08,0.5,0.66,2026-06-15,716,N,nominal,2.0NRT,289.61,6.37,D
31.64638,78.25325,328.87,0.37,0.58,2026-06-15,716,N,nominal,2.0NRT,289.22,3.29,D
31.32527,75.21962,332.14,0.56,0.69,2026-06-15,716,N,nominal,2.0NRT,292.68,5.48,D
31.62409,75.1706,330.34,0.55,0.68,2026-06-15,716,N,nominal,2.0NRT,294.07,3.1,D
31.62661,75.16969,334.23,0.55,0.68,2026-06-15,716,N,nominal,2.0NRT,293.13,1.53,D
34.4311,72.8895,330.47,0.62,0.71,2026-06-15,718,N,nominal,2.0NRT,291.81,5.37,D
8.75129,77.90462,334.0,0.32,0.55,2026-06-15,850,N,nominal,2.0NRT,294.67,3.7,D
9.00904,79.86637,331.6,0.44,0.63,2026-06-15,850,N,nominal,2.0NRT,291.09,3.76,D
8.84626,78.10892,330.71,0.34,0.56,2026-06-15,850,N,nominal,2.0NRT,296.91,1.45,D
9.00508,77.93543,337.44,0.33,0.55,2026-06-15,850,N,nominal,2.0NRT,284.21,2.43,D
9.5148,78.52895,336.56,0.37,0.58,2026-06-15,850,N,nominal,2.0NRT,278.55,3.68,D
13.74451,75.26238,349.71,0.51,0.49,2026-06-15,852,N,nominal,2.0NRT,300.63,58.39,D
17.56326,79.01125,332.42,0.5,0.66,2026-06-15,852,N,nominal,2.0NRT,289.1,6.69,D
17.56349,79.01057,332.84,0.5,0.66,2026-06-15,852,N,nominal,2.0NRT,289.98,3.1,D
17.28352,76.18479,335.13,0.32,0.55,2026-06-15,852,N,nominal,2.0NRT,298.31,1.86,D
17.75541,79.81192,337.26,0.57,0.69,2026-06-15,852,N,nominal,2.0NRT,290.59,10.0,D
17.75604,79.81348,333.79,0.57,0.69,2026-06-15,852,N,nominal,2.0NRT,289.99,6.69,D
17.78253,73.25878,339.62,0.43,0.46,2026-06-15,852,N,nominal,2.0NRT,295.96,4.46,D
18.03676,74.68926,332.27,0.53,0.5,2026-06-15,852,N,nominal,2.0NRT,301.72,3.93,D
18.03918,74.68679,334.23,0.53,0.5,2026-06-15,852,N,nominal,2.0NRT,301.79,3.33,D
18.20366,73.20038,330.13,0.43,0.46,2026-06-15,852,N,low,2.0NRT,302.05,5.63,D
18.34445,73.78031,333.45,0.47,0.48,2026-06-15,854,N,nominal,2.0NRT,301.08,2.26,D
18.46926,74.2712,344.41,0.5,0.49,2026-06-15,854,N,nominal,2.0NRT,304.51,4.73,D
18.38938,73.38634,342.34,0.44,0.46,2026-06-15,854,N,nominal,2.0NRT,298.49,4.67,D
18.68511,73.04059,339.31,0.42,0.45,2026-06-15,854,N,nominal,2.0NRT,300.31,8.15,D
18.6841,73.03252,331.48,0.42,0.45,2026-06-15,854,N,low,2.0NRT,301.54,3.08,D
19.24091,76.37971,336.78,0.35,0.57,2026-06-15,854,N,nominal,2.0NRT,300.87,3.47,D
19.24871,76.04662,330.73,0.34,0.56,2026-06-15,854,N,low,2.0NRT,302.79,1.1,D
19.25458,73.07658,333.42,0.43,0.46,2026-06-15,854,N,nominal,2.0NRT,302.94,2.44,D
19.41877,71.38953,330.26,0.52,0.42,2026-06-15,854,N,nominal,2.0NRT,297.7,2.75,D
19.91217,74.55322,343.31,0.55,0.51,2026-06-15,854,N,nominal,2.0NRT,308.65,8.68,D
19.91152,74.50539,331.22,0.54,0.51,2026-06-15,854,N,low,2.0NRT,304.92,1.54,D
20.29727,73.69936,332.53,0.49,0.49,2026-06-15,854,N,low,2.0NRT,304.41,2.77,D
20.51846,75.46432,334.69,0.32,0.55,2026-06-15,854,N,nominal,2.0NRT,303.98,2.9,D
20.87187,76.64584,339.2,0.38,0.59,2026-06-15,854,N,nominal,2.0NRT,300.82,2.74,D
20.8581,73.6554,335.76,0.49,0.49,2026-06-15,854,N,nominal,2.0NRT,304.04,4.61,D
21.13218,75.33953,331.75,0.32,0.54,2026-06-15,854,N,low,2.0NRT,303.95,1.34,D
21.10397,72.64693,351.48,0.43,0.46,2026-06-15,854,N,nominal,2.0NRT,304.07,9.26,D
21.10296,72.63859,344.68,0.43,0.46,2026-06-15,854,N,nominal,2.0NRT,303.66,9.74,D
21.10245,72.63444,341.73,0.43,0.46,2026-06-15,854,N,nominal,2.0NRT,303.3,9.74,D
21.10804,72.64804,342.55,0.43,0.46,2026-06-15,854,N,nominal,2.0NRT,304.02,5.31,D
21.40966,74.6609,339.75,0.58,0.52,2026-06-15,854,N,nominal,2.0NRT,300.54,4.53,D
21.32268,72.64992,341.11,0.43,0.46,2026-06-15,854,N,nominal,2.0NRT,300.83,4.92,D
21.3221,72.65058,340.57,0.43,0.46,2026-06-15,854,N,nominal,2.0NRT,300.93,4.92,D
21.32162,72.64638,331.85,0.43,0.46,2026-06-15,854,N,nominal,2.0NRT,301.44,3.71,D
21.5554,73.96049,337.99,0.53,0.5,2026-06-15,854,N,nominal,2.0NRT,302.08,5.19,D
21.91298,76.60307,345.72,0.39,0.6,2026-06-15,854,N,nominal,2.0NRT,298.75,2.45,D
21.91262,76.59923,333.39,0.39,0.6,2026-06-15,854,N,nominal,2.0NRT,296.47,2.45,D
21.40796,71.90324,345.88,0.39,0.44,2026-06-15,854,N,nominal,2.0NRT,307.84,8.79,D
21.64115,73.73464,341.37,0.51,0.49,2026-06-15,854,N,nominal,2.0NRT,303.83,7.73,D
21.59405,73.1677,334.52,0.47,0.48,2026-06-15,854,N,nominal,2.0NRT,302.56,3.68,D
21.63092,72.87018,343.5,0.45,0.47,2026-06-15,854,N,nominal,2.0NRT,300.54,6.98,D
21.91224,74.34475,345.71,0.56,0.52,2026-06-15,854,N,nominal,2.0NRT,304.22,4.88,D
21.83704,72.65547,337.55,0.44,0.46,2026-06-15,854,N,nominal,2.0NRT,299.04,3.5,D
21.83653,72.65119,337.26,0.44,0.46,2026-06-15,854,N,nominal,2.0NRT,298.84,2.97,D
22.24056,76.13757,330.68,0.37,0.58,2026-06-15,854,N,nominal,2.0NRT,299.4,1.67,D
22.03972,74.18233,332.79,0.55,0.51,2026-06-15,854,N,nominal,2.0NRT,300.54,3.0,D
22.24231,76.13582,337.79,0.37,0.58,2026-06-15,854,N,nominal,2.0NRT,300.06,2.86,D
21.78643,71.4933,338.3,0.56,0.43,2026-06-15,854,N,nominal,2.0NRT,304.82,7.1,D
22.06216,72.75047,336.32,0.45,0.47,2026-06-15,854,N,nominal,2.0NRT,302.9,2.77,D
22.17934,72.00928,335.92,0.41,0.45,2026-06-15,854,N,nominal,2.0NRT,302.88,4.98,D
22.19873,72.0309,337.16,0.41,0.45,2026-06-15,854,N,nominal,2.0NRT,306.25,4.31,D
22.61635,72.0453,343.21,0.41,0.45,2026-06-15,854,N,nominal,2.0NRT,304.58,6.6,D
22.69596,72.10082,338.04,0.42,0.45,2026-06-15,854,N,nominal,2.0NRT,302.56,4.7,D
22.41739,69.04064,337.74,0.44,0.38,2026-06-15,854,N,nominal,2.0NRT,305.29,5.09,D
22.89526,72.27457,340.95,0.43,0.46,2026-06-15,854,N,nominal,2.0NRT,303.17,7.08,D
22.82588,69.71255,339.38,0.47,0.4,2026-06-15,854,N,nominal,2.0NRT,304.59,7.53,D
22.82953,69.71199,339.81,0.47,0.4,2026-06-15,854,N,nominal,2.0NRT,302.97,7.53,D
22.93005,70.10741,335.67,0.49,0.4,2026-06-15,854,N,low,2.0NRT,306.16,6.43,D
23.11839,71.38924,339.43,0.38,0.44,2026-06-15,854,N,nominal,2.0NRT,304.87,2.18,D
23.47003,69.39088,339.71,0.46,0.39,2026-06-15,854,N,nominal,2.0NRT,305.78,6.38,D
23.55721,69.80436,340.69,0.48,0.4,2026-06-15,854,N,nominal,2.0NRT,303.49,8.48,D
24.2559,73.91632,348.87,0.57,0.52,2026-06-15,854,N,nominal,2.0NRT,302.7,11.96,D
23.81367,69.92089,338.84,0.49,0.4,2026-06-15,854,N,nominal,2.0NRT,303.83,3.74,D
24.76671,78.56464,335.77,0.56,0.69,2026-06-15,854,N,nominal,2.0NRT,298.38,7.37,D
24.12641,69.49711,338.4,0.47,0.4,2026-06-15,856,N,nominal,2.0NRT,304.81,10.02,D
24.12946,69.4919,337.95,0.47,0.4,2026-06-15,856,N,nominal,2.0NRT,304.84,5.34,D
24.12885,69.48724,340.22,0.47,0.4,2026-06-15,856,N,nominal,2.0NRT,304.87,5.34,D
24.12824,69.48258,338.76,0.47,0.4,2026-06-15,856,N,nominal,2.0NRT,304.89,8.94,D
25.93582,78.87711,342.95,0.6,0.71,2026-06-15,856,N,nominal,2.0NRT,302.45,7.09,D
25.93361,78.87436,336.93,0.6,0.71,2026-06-15,856,N,nominal,2.0NRT,301.86,7.14,D
25.57856,73.0532,337.44,0.52,0.5,2026-06-15,856,N,nominal,2.0NRT,306.01,4.22,D
25.25773,69.27096,331.6,0.47,0.4,2026-06-15,856,N,low,2.0NRT,303.31,1.18,D
25.15808,68.40292,335.94,0.44,0.38,2026-06-15,856,N,low,2.0NRT,306.78,4.96,D
26.01061,74.85508,346.41,0.34,0.56,2026-06-15,856,N,nominal,2.0NRT,303.74,7.7,D
26.02319,68.18298,342.0,0.44,0.38,2026-06-15,856,N,low,2.0NRT,313.14,9.24,D
26.33356,68.83897,336.66,0.47,0.39,2026-06-15,856,N,low,2.0NRT,309.23,4.81,D
26.33363,68.84111,339.15,0.47,0.39,2026-06-15,856,N,low,2.0NRT,309.63,5.38,D
28.21135,80.10964,334.67,0.74,0.76,2026-06-15,856,N,nominal,2.0NRT,293.65,9.73,D
27.72488,68.32379,346.17,0.46,0.39,2026-06-15,856,N,low,2.0NRT,316.9,10.62,D
27.93312,68.35502,348.16,0.46,0.39,2026-06-15,856,N,nominal,2.0NRT,317.82,15.96,D
27.98689,68.45702,344.64,0.47,0.39,2026-06-15,856,N,nominal,2.0NRT,313.7,10.38,D
28.06142,68.37414,344.11,0.46,0.39,2026-06-15,856,N,low,2.0NRT,315.93,2.44,D
28.15234,68.71551,343.7,0.48,0.4,2026-06-15,856,N,low,2.0NRT,315.07,5.12,D
28.2862,69.093,343.97,0.5,0.41,2026-06-15,856,N,low,2.0NRT,315.43,11.77,D
28.29768,68.65947,351.28,0.48,0.4,2026-06-15,856,N,nominal,2.0NRT,316.01,6.61,D
29.21414,79.28012,333.62,0.68,0.74,2026-06-15,856,N,nominal,2.0NRT,297.57,6.42,D
28.41515,68.79935,342.29,0.49,0.4,2026-06-15,856,N,low,2.0NRT,313.91,10.13,D
28.34301,68.0815,350.34,0.45,0.39,2026-06-15,856,N,nominal,2.0NRT,316.77,8.14,D
28.35078,68.08495,346.28,0.45,0.39,2026-06-15,856,N,low,2.0NRT,316.53,5.24,D
28.35018,68.08033,343.6,0.45,0.39,2026-06-15,856,N,low,2.0NRT,316.73,3.73,D
28.45531,68.75752,342.0,0.49,0.4,2026-06-15,856,N,low,2.0NRT,314.71,12.12,D
29.51301,71.78839,335.3,0.48,0.48,2026-06-15,856,N,nominal,2.0NRT,299.7,3.49,D
29.59587,72.06239,333.34,0.5,0.49,2026-06-15,856,N,nominal,2.0NRT,297.7,3.07,D
29.67823,71.813,330.43,0.49,0.48,2026-06-15,856,N,nominal,2.0NRT,298.96,2.15,D
29.74786,72.45811,331.13,0.53,0.5,2026-06-15,856,N,nominal,2.0NRT,296.57,2.94,D
29.70302,71.97707,335.56,0.5,0.49,2026-06-15,856,N,nominal,2.0NRT,297.09,2.98,D
29.71566,71.87056,346.04,0.49,0.49,2026-06-15,856,N,nominal,2.0NRT,298.72,8.07,D
29.77205,72.16689,342.96,0.51,0.5,2026-06-15,856,N,nominal,2.0NRT,297.26,7.76,D
29.76062,71.8182,337.19,0.49,0.49,2026-06-15,856,N,nominal,2.0NRT,298.62,3.81,D
29.76234,71.81528,338.93,0.49,0.49,2026-06-15,856,N,nominal,2.0NRT,298.05,3.55,D
29.84909,72.19878,331.0,0.52,0.5,2026-06-15,856,N,nominal,2.0NRT,296.58,3.8,D
29.87889,72.26675,334.1,0.52,0.5,2026-06-15,856,N,nominal,2.0NRT,296.53,3.73,D
29.91129,72.26284,331.64,0.52,0.5,2026-06-15,856,N,nominal,2.0NRT,296.65,2.22,D
29.94365,72.32802,332.72,0.53,0.5,2026-06-15,856,N,nominal,2.0NRT,297.62,3.6,D
29.98069,72.63242,332.73,0.55,0.51,2026-06-15,856,N,nominal,2.0NRT,293.79,4.22,D
29.97817,72.55135,332.73,0.54,0.51,2026-06-15,856,N,nominal,2.0NRT,294.7,3.89,D
29.98969,72.57315,367.0,0.55,0.51,2026-06-15,856,N,high,2.0NRT,295.7,17.32,D
30.02589,72.55154,330.27,0.54,0.51,2026-06-15,856,N,nominal,2.0NRT,294.56,2.92,D
30.05985,72.65839,331.43,0.55,0.51,2026-06-15,856,N,nominal,2.0NRT,293.78,3.1,D
30.05058,72.56023,334.91,0.55,0.51,2026-06-15,856,N,nominal,2.0NRT,295.82,2.77,D
29.94908,71.48794,347.9,0.47,0.48,2026-06-15,856,N,nominal,2.0NRT,304.01,14.99,D
30.04696,72.56001,335.2,0.55,0.51,2026-06-15,856,N,nominal,2.0NRT,295.37,5.61,D
29.94818,71.4864,347.59,0.47,0.48,2026-06-15,856,N,nominal,2.0NRT,303.98,12.28,D
30.06031,72.65774,330.77,0.55,0.51,2026-06-15,856,N,nominal,2.0NRT,292.48,1.27,D
29.9526,71.48581,340.21,0.47,0.48,2026-06-15,856,N,nominal,2.0NRT,300.44,3.79,D
30.08449,72.71401,343.81,0.56,0.51,2026-06-15,856,N,nominal,2.0NRT,295.73,5.65,D
29.98109,71.45719,336.89,0.47,0.48,2026-06-15,856,N,nominal,2.0NRT,302.51,3.71,D
29.9855,71.45662,333.15,0.47,0.48,2026-06-15,856,N,nominal,2.0NRT,301.55,1.37,D
30.07491,71.99857,336.21,0.51,0.49,2026-06-15,856,N,nominal,2.0NRT,299.07,4.61,D
30.07439,71.99326,335.82,0.51,0.49,2026-06-15,856,N,nominal,2.0NRT,299.31,3.2,D
30.16555,72.9155,331.41,0.57,0.52,2026-06-15,856,N,nominal,2.0NRT,295.56,3.82,D
30.18861,72.90069,330.85,0.57,0.52,2026-06-15,856,N,nominal,2.0NRT,295.09,3.26,D
30.25595,73.24787,342.55,0.6,0.53,2026-06-15,856,N,nominal,2.0NRT,295.67,9.95,D
30.26089,73.24732,344.84,0.6,0.53,2026-06-15,856,N,nominal,2.0NRT,294.24,9.95,D
30.20508,72.50401,330.71,0.54,0.51,2026-06-15,856,N,nominal,2.0NRT,296.68,2.84,D
30.3165,73.31236,330.93,0.61,0.53,2026-06-15,856,N,nominal,2.0NRT,294.38,4.16,D
30.37629,73.29793,331.27,0.61,0.53,2026-06-15,856,N,nominal,2.0NRT,294.26,3.9,D
30.22322,71.61727,331.28,0.48,0.48,2026-06-15,856,N,nominal,2.0NRT,301.12,4.08,D
30.65348,76.00357,330.74,0.44,0.63,2026-06-15,856,N,nominal,2.0NRT,293.92,2.48,D
30.65225,76.00417,331.41,0.45,0.63,2026-06-15,856,N,nominal,2.0NRT,294.19,2.69,D
30.55055,73.09039,332.17,0.59,0.53,2026-06-15,856,N,nominal,2.0NRT,294.4,3.74,D
30.73877,73.92069,341.98,0.33,0.56,2026-06-15,856,N,nominal,2.0NRT,294.48,2.68,D
30.87887,75.37794,339.74,0.41,0.61,2026-06-15,856,N,nominal,2.0NRT,299.64,2.26,D
30.75616,73.74867,335.57,0.33,0.55,2026-06-15,856,N,nominal,2.0NRT,293.86,3.44,D
30.78217,73.87691,333.38,0.33,0.56,2026-06-15,856,N,nominal,2.0NRT,295.48,1.77,D
30.87425,74.30952,340.55,0.35,0.57,2026-06-15,856,N,nominal,2.0NRT,299.74,3.77,D
30.88298,74.35454,331.46,0.36,0.57,2026-06-15,856,N,nominal,2.0NRT,300.17,1.13,D
30.90993,74.28702,330.31,0.35,0.57,2026-06-15,856,N,nominal,2.0NRT,298.61,3.86,D
30.94414,74.31422,333.79,0.35,0.57,2026-06-15,856,N,nominal,2.0NRT,300.78,2.05,D
31.03132,75.40153,367.0,0.41,0.61,2026-06-15,856,N,high,2.0NRT,301.56,10.53,D
30.94945,74.31371,331.09,0.35,0.57,2026-06-15,856,N,nominal,2.0NRT,300.11,2.05,D
30.94756,74.31292,345.41,0.36,0.57,2026-06-15,856,N,nominal,2.0NRT,300.64,3.37,D
31.03345,75.40155,367.0,0.41,0.61,2026-06-15,856,N,high,2.0NRT,300.54,14.13,D
30.99931,74.50559,332.63,0.37,0.58,2026-06-15,856,N,nominal,2.0NRT,298.24,1.79,D
